Colectivo,Fecha de envío,Id,Indique si es hombre o mujer,Indique su franja de edad,Preguntas,Preguntas (grupo),respuestas,respuestas (grupo),respuestas (grupo) 1,count_id,respuestas_count,Value
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.",1,1,
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Las herramientas para la búsqueda y recuperación de la información son fáciles de usar,PERCEPCIÓN,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,"Las instalaciones son fácilmente accesibles, y el mobiliario y equipamiento adecuada para mi comodidad y la del personal",SERVICIOS_GRADO DE ACUERDO,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Las zonas verdes del campus presentan un aspecto cuidado y son adecuados para su disfrute,OTROS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Los servicios de cafetería y restauración resultan suficientes y con una adecuada relación calidad/precio,OTROS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Los servicios de conserjerias realizan su cometido de manera fiable y ágil.,OTROS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Percibo que el personal conoce mis intereses y necesidades,EXPECTATIVAS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Telemática (tecnología informática),Telemática (tecnología informática),Telemática (tecnología informática),1,1,
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Recibo respuesta rápida a mis necesidades y problemas,EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,Satisfacción general,GENERAL,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:00:00,R285,Femenino,Entre 18 y 25 años,"Siempre que lo he requerido, se han solucionado satisfactoriamente mis demandas",EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Esporádicamente, menos de 5 veces.","Esporádicamente, menos de 5 veces.","Esporádicamente, menos de 5 veces.",1,1,
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,,,,1,0,
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Las herramientas para la búsqueda y recuperación de la información son fáciles de usar,PERCEPCIÓN,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,"Las instalaciones son fácilmente accesibles, y el mobiliario y equipamiento adecuada para mi comodidad y la del personal",SERVICIOS_GRADO DE ACUERDO,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Las zonas verdes del campus presentan un aspecto cuidado y son adecuados para su disfrute,OTROS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Los servicios de cafetería y restauración resultan suficientes y con una adecuada relación calidad/precio,OTROS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Los servicios de conserjerias realizan su cometido de manera fiable y ágil.,OTROS,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Percibo que el personal conoce mis intereses y necesidades,EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Presencial,Presencial,Presencial,1,1,
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Recibo respuesta rápida a mis necesidades y problemas,EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,Satisfacción general,GENERAL,8,Positivo,De acuerdo,1,1,8
PAS,2022-12-19 12:02:58,R286,Femenino,55 o más años,"Siempre que lo he requerido, se han solucionado satisfactoriamente mis demandas",EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.",1,1,
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Las herramientas para la búsqueda y recuperación de la información son fáciles de usar,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,"Las instalaciones son fácilmente accesibles, y el mobiliario y equipamiento adecuada para mi comodidad y la del personal",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Las zonas verdes del campus presentan un aspecto cuidado y son adecuados para su disfrute,OTROS,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Los servicios de cafetería y restauración resultan suficientes y con una adecuada relación calidad/precio,OTROS,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Los servicios de conserjerias realizan su cometido de manera fiable y ágil.,OTROS,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Percibo que el personal conoce mis intereses y necesidades,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Telemática (tecnología informática),Telemática (tecnología informática),Telemática (tecnología informática),1,1,
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Recibo respuesta rápida a mis necesidades y problemas,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,Satisfacción general,GENERAL,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 15:16:13,R287,Femenino,Entre 40 y 54 años,"Siempre que lo he requerido, se han solucionado satisfactoriamente mis demandas",EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,8,Positivo,De acuerdo,1,1,8
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Esporádicamente, menos de 5 veces.","Esporádicamente, menos de 5 veces.","Esporádicamente, menos de 5 veces.",1,1,
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,8,Positivo,De acuerdo,1,1,8
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Las herramientas para la búsqueda y recuperación de la información son fáciles de usar,PERCEPCIÓN,7,Positivo,De acuerdo,1,1,7
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,"Las instalaciones son fácilmente accesibles, y el mobiliario y equipamiento adecuada para mi comodidad y la del personal",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Las zonas verdes del campus presentan un aspecto cuidado y son adecuados para su disfrute,OTROS,9,Positivo,Muy de acuerdo,1,1,9
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Los servicios de cafetería y restauración resultan suficientes y con una adecuada relación calidad/precio,OTROS,9,Positivo,Muy de acuerdo,1,1,9
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Los servicios de conserjerias realizan su cometido de manera fiable y ágil.,OTROS,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Percibo que el personal conoce mis intereses y necesidades,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Telemática (tecnología informática),Telemática (tecnología informática),Telemática (tecnología informática),1,1,
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Recibo respuesta rápida a mis necesidades y problemas,EXPECTATIVAS,7,Positivo,De acuerdo,1,1,7
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,Satisfacción general,GENERAL,9,Positivo,Muy de acuerdo,1,1,9
Doctorado,2022-12-19 15:43:58,R288,Femenino,Entre 26 y 40 años,"Siempre que lo he requerido, se han solucionado satisfactoriamente mis demandas",EXPECTATIVAS,5,Neutral,Neutral,1,1,5
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,9,Positivo,Muy de acuerdo,1,1,9
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,9,Positivo,Muy de acuerdo,1,1,9
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.",1,1,
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,8,Positivo,De acuerdo,1,1,8
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,,,,1,0,
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,7,Positivo,De acuerdo,1,1,7
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Las herramientas para la búsqueda y recuperación de la información son fáciles de usar,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,"Las instalaciones son fácilmente accesibles, y el mobiliario y equipamiento adecuada para mi comodidad y la del personal",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Las zonas verdes del campus presentan un aspecto cuidado y son adecuados para su disfrute,OTROS,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Los servicios de cafetería y restauración resultan suficientes y con una adecuada relación calidad/precio,OTROS,8,Positivo,De acuerdo,1,1,8
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Los servicios de conserjerias realizan su cometido de manera fiable y ágil.,OTROS,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Percibo que el personal conoce mis intereses y necesidades,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Presencial,Presencial,Presencial,1,1,
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Recibo respuesta rápida a mis necesidades y problemas,EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,Satisfacción general,GENERAL,9,Positivo,Muy de acuerdo,1,1,9
Grado,2022-12-19 15:53:59,R289,Femenino,Entre 18 y 25 años,"Siempre que lo he requerido, se han solucionado satisfactoriamente mis demandas",EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,6,Neutral,Neutral,1,1,6
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.","Frecuentemente, más de 5 veces.",1,1,
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Las herramientas para la búsqueda y recuperación de la información son fáciles de usar,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,"Las instalaciones son fácilmente accesibles, y el mobiliario y equipamiento adecuada para mi comodidad y la del personal",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Las zonas verdes del campus presentan un aspecto cuidado y son adecuados para su disfrute,OTROS,7,Positivo,De acuerdo,1,1,7
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Los servicios de cafetería y restauración resultan suficientes y con una adecuada relación calidad/precio,OTROS,4,Negativo,En desacuerdo ,1,1,4
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Los servicios de conserjerias realizan su cometido de manera fiable y ágil.,OTROS,5,Neutral,Neutral,1,1,5
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Percibo que el personal conoce mis intereses y necesidades,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Por favor seleccione su medio preferente para recibir los servicios que demanda de Área/Servicio/Unidad,Presencial,Presencial,Presencial,1,1,
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Recibo respuesta rápida a mis necesidades y problemas,EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,Satisfacción general,GENERAL,10,Positivo,Muy de acuerdo,1,1,10
PAS,2022-12-19 15:56:22,R290,Masculino,Entre 40 y 54 años,"Siempre que lo he requerido, se han solucionado satisfactoriamente mis demandas",EXPECTATIVAS,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,"El personal muestra su disposición a ayudar, sin eludir su responsabilidad",SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,El servicio que he recibido de esta área/servicio/unidad ha resultado correcto y fiable,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,El trato es cortés y amable siempre,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,En general los edificios y espacios de la Universidad están limpios y resultan confortables para la utilidad que tienen,OTROS,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,En los últimos 6 meses he requerido atención por distintos motivos de esta área/Servicio/Unidad:,"Esporádicamente, menos de 5 veces.","Esporádicamente, menos de 5 veces.","Esporádicamente, menos de 5 veces.",1,1,
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,Es fácil acceder a los recursos de información que la Biblioteca ofrece,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,Informa de manera clara y comprensible,SERVICIOS_GRADO DE ACUERDO,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,La colección que pone a disposición la Biblioteca cubre mis necesidades de información,PERCEPCIÓN,10,Positivo,Muy de acuerdo,1,1,10
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,La información disponible en la página web del Área/Servicio/Unidad es clara y útil para mis necesidades,SERVICIOS_GRADO DE ACUERDO,8,Positivo,De acuerdo,1,1,8
Grado,2022-12-20 01:44:25,R291,Masculino,Entre 18 y 25 años,La opinión de otros usuarios sobre esta área/Servicio/Unidad es excelente,EXPECTATIVAS,9,Positivo,Muy de acuerdo,1,1,9
